time,DE
200,0.13325
201,0.12089
202,0.11278
203,0.10540000000000001
204,0.1
205,0.1006
206,0.11236
207,0.12109
208,0.13099000000000002
209,0.13795
210,0.13772
211,0.13033
212,0.11736
213,0.109
214,0.10363
215,0.09476000000000001
216,0.08715
217,0.08467000000000001
218,0.08464
219,0.08402
220,0.08423
221,0.08905
222,0.10888
223,0.12940000000000002
224,0.14300000000000002
225,0.13038999999999998
226,0.12147
227,0.10912999999999999
228,0.10221
229,0.1082
230,0.11568
231,0.1238
232,0.13463999999999998
233,0.14379
234,0.13663999999999998
235,0.12897999999999998
236,0.11712
237,0.10712
238,0.0831
239,0.03007
240,0.0831
241,0.02185
242,0.024390000000000002
243,0.027010000000000003
244,0.02877
245,0.03436
246,0.09962
247,0.11406000000000001
248,0.13762000000000002
249,0.12606
250,0.11092
251,0.10392
252,0.097
253,0.099
254,0.10598
255,0.11796
256,0.13735
257,0.15009
258,0.13669
259,0.13231
260,0.11895
261,0.10719
262,0.1
263,0.09697
264,0.09094
265,0.08611
266,0.08317000000000001
267,0.08259999999999999
268,0.08231999999999999
269,0.08327
270,0.08990000000000001
271,0.11816
272,0.14074
273,0.13496000000000002
274,0.12201000000000001
275,0.11198000000000001
276,0.10442
277,0.10061
278,0.10203000000000001
279,0.10736
280,0.11712
281,0.1275
282,0.126
283,0.11947
284,0.10618000000000001
285,0.09848000000000001
286,0.09337000000000001
287,0.08515
288,0.07564
289,0.07485
290,0.07365000000000001
291,0.07137
292,0.07224
293,0.055549999999999995
294,0.04562
295,0.0512
296,0.05793
297,0.07331
298,0.07202
299,0.07098
300,0.06995
301,0.06367
302,0.06791
303,0.06861
304,0.07078
305,0.07422
306,0.07581
307,0.07382
308,0.07306
309,0.07093
310,0.06276
311,0.061649999999999996
312,0.06402
313,0.06211
314,0.06293
315,0.06401000000000001
316,0.06467
317,0.06520000000000001
318,0.06731000000000001
319,0.07166
320,0.07674
321,0.08114
322,0.08063
323,0.08184000000000001
324,0.08039
325,0.07704000000000001
326,0.07915000000000001
327,0.08231999999999999
328,0.08662
329,0.09186
330,0.09464
331,0.08526
332,0.07906
333,0.07841
334,0.07467
335,0.06689
336,0.06965
337,0.06605
338,0.06431
339,0.06204
340,0.06357
341,0.07057
342,0.07995000000000001
343,0.08384000000000001
344,0.0993
345,0.09999
346,0.09487999999999999
347,0.09026
348,0.08386
349,0.08215
350,0.0845
351,0.08944
352,0.09992000000000001
353,0.10908
354,0.11556999999999999
355,0.11066
356,0.10315
357,0.09295
358,0.08949
359,0.08643
360,0.08219
361,0.08140000000000001
362,0.08006999999999999
363,0.07826000000000001
364,0.07759
365,0.08345000000000001
366,0.123
367,0.19341999999999998
368,0.27559
369,0.27056
370,0.24993
371,0.20055
372,0.17004
373,0.14197
374,0.14358
375,0.15616
376,0.17008
377,0.17081000000000002
378,0.13308
379,0.11177
380,0.09548999999999999
381,0.08621
382,0.08204
383,0.07769
384,0.06989000000000001
385,0.06936
386,0.06847
387,0.06756000000000001
388,0.06731000000000001
389,0.06728
390,0.07065
391,0.07994
392,0.09534999999999999
393,0.10287
394,0.10691
395,0.10766
396,0.11406000000000001
397,0.11792000000000001
398,0.11797
399,0.12182
400,0.12524
401,0.13644
402,0.12062
403,0.11095999999999999
404,0.10661
405,0.09751000000000001
406,0.09136
407,0.08156000000000001
408,0.060090000000000005
409,0.06409000000000001
410,0.07296
411,0.07258
412,0.07517
413,0.07905
414,0.09144
415,0.11155
416,0.12589
417,0.12217
418,0.11090000000000001
419,0.10795
420,0.09355
421,0.08762
422,0.08643
423,0.09425
424,0.09952
425,0.10468000000000001
426,0.10326
427,0.09453
428,0.08697
429,0.08113
430,0.07743000000000001
431,0.07133
432,0.0684
433,0.06534000000000001
434,0.06405
435,0.06276
436,0.06332
437,0.06584999999999999
438,0.07574
439,0.08938
440,0.10427
441,0.1033
442,0.09584999999999999
443,0.08656
444,0.07872
445,0.07515000000000001
446,0.07690999999999999
447,0.08695
448,0.1046
449,0.11477
450,0.10849
451,0.0851
452,0.07582
453,0.07301
454,0.07069
455,0.06669
456,0.06762
457,0.06501000000000001
458,0.06509999999999999
459,0.06334000000000001
460,0.06337
461,0.06326
462,0.06445000000000001
463,0.06855
464,0.07482
465,0.07884999999999999
466,0.07357
467,0.07251
468,0.06975
469,0.07079
470,0.07339
471,0.07911
472,0.09005
473,0.09727
474,0.10111
475,0.09157
476,0.08
477,0.07339
478,0.07042
479,0.06699
480,0.0597
481,0.056170000000000005
482,0.03857
483,0.0344
484,0.034280000000000005
485,0.03461
486,0.0343
487,0.03498
488,0.03483
489,0.03558
490,0.03688
491,0.0378
492,0.03731
493,0.03678
494,0.03704
495,0.03753
496,0.04863000000000001
497,0.05529
498,0.05997
499,0.05695
500,0.03506
501,0.03455
502,0.03483
503,0.02903
504,0.0273
505,0.02224
506,0.01862
507,0.00504
508,0.005059999999999999
509,0.02
510,0.02605
511,0.0332
512,0.03308
513,0.032869999999999996
514,0.03169
515,0.03087
516,0.030600000000000002
517,0.02929
518,0.028579999999999998
519,0.03032
520,0.03162
521,0.032850000000000004
522,0.03244
523,0.03175
524,0.03141
525,0.02884
526,0.02607
527,0.023030000000000002
528,0.01584
529,0.009859999999999999
530,0.00914
531,0.00417
532,0.010220000000000002
533,0.02163
534,0.02573
535,0.02939
536,0.03362
537,0.03082
538,0.029920000000000002
539,0.027670000000000004
540,0.02658
541,0.026760000000000003
542,0.02673
543,0.029
544,0.06495000000000001
545,0.06846
546,0.06678
547,0.06334000000000001
548,0.06046
549,0.052450000000000004
550,0.04082
551,0.03326
552,0.02861
553,0.02517
554,0.020640000000000002
555,0.01882
556,0.01785
557,0.01955
558,0.025500000000000002
559,0.03873
560,0.05007
561,0.04954
562,0.050100000000000006
563,0.05076
564,0.03934000000000001
565,0.037340000000000005
566,0.04504
567,0.04995
568,0.0508
569,0.05421
570,0.05332
571,0.05009
572,0.04218
573,0.04004
574,0.04201
575,0.03853
576,0.043840000000000004
577,0.04397
578,0.04276
579,0.04385
580,0.04511
581,0.05101
582,0.05939
583,0.06605
584,0.08902
585,0.08525
586,0.08134999999999999
587,0.07622
588,0.07315
589,0.07599
590,0.08498
591,0.09207
592,0.10138
593,0.12235
594,0.1143
595,0.09879
596,0.09107
597,0.08631
598,0.08002
599,0.07516
600,0.0628
601,0.062
602,0.05849
603,0.056350000000000004
604,0.055700000000000006
605,0.05216
606,0.05795
607,0.06297
608,0.06494
609,0.0638
610,0.061220000000000004
611,0.05874
612,0.05228
613,0.04647
614,0.049280000000000004
615,0.048909999999999995
616,0.05148
617,0.05737
618,0.05419
619,0.03351
620,0.02758
621,0.02576
622,0.024390000000000002
623,0.02198
624,0.01932
625,0.018260000000000002
626,0.01763
627,0.01802
628,0.01849
629,0.01884
630,0.01941
631,0.020710000000000003
632,0.021
633,0.02103
634,0.02113
635,0.02102
636,0.020530000000000003
637,0.020079999999999997
638,0.020030000000000003
639,0.02017
640,0.020329999999999997
641,0.0599
642,0.03568
643,0.01862
644,0.015130000000000001
645,0.010140000000000001
646,0.00348
647,0.00276
648,0.00001
649,0.0026200000000000004
650,0.00348
651,0.01148
652,0.015050000000000001
653,0.01634
654,0.01822
655,0.018760000000000002
656,0.0582
657,0.05376
658,0.04993
659,0.04465
660,0.04058
661,0.039130000000000005
662,0.04943
663,0.055060000000000005
664,0.05793
665,0.05786
666,0.05733
667,0.01342
668,0.00197
669,0.00001
670,-0.00001
671,-0.00031
672,-0.00042
673,-0.00172
674,-0.0017800000000000001
675,-0.00177
676,-0.00141
677,-0.00011
678,0.00591
679,0.019170000000000003
680,0.02056
681,0.059930000000000004
682,0.07701000000000001
683,0.06956
684,0.06855
685,0.07319
686,0.08056999999999999
687,0.09526000000000001
688,0.10843000000000001
689,0.12733
690,0.1161
691,0.10752
692,0.09198
693,0.08651
694,0.08337
695,0.07836
696,0.07021
697,0.06714
698,0.06770999999999999
699,0.06581999999999999
700,0.06556999999999999
701,0.06770999999999999
702,0.07654999999999999
703,0.0906
704,0.09593000000000002
705,0.08493
706,0.07715000000000001
707,0.06842000000000001
708,0.06647
709,0.06659000000000001
710,0.07021
711,0.06264
712,0.06373
713,0.0719
714,0.06142
715,0.05845
716,0.05672
717,0.05392
718,0.02256
719,0.02417
720,0.01839
721,0.01846
722,0.0185
723,0.01858
724,0.01896
725,0.01939
726,0.02554
727,0.05615
728,0.0579
729,0.03203
730,0.02041
731,0.01912
732,0.01854
733,0.01777
734,0.017
735,0.016309999999999998
736,0.01695
737,0.01667
738,0.01038
739,0.0034700000000000004
740,0.0
741,-0.00007000000000000001
742,-0.0008900000000000001
743,-0.00202
744,-0.00207
745,-0.00222
746,-0.0024900000000000005
747,-0.0025
748,-0.00207
749,-0.00184
750,-0.0001
751,0.0030800000000000003
752,0.0034300000000000003
753,0.00443
754,0.0034300000000000003
755,0.00276
756,0.0034300000000000003
757,0.0029300000000000003
758,0.00344
759,0.0048200000000000005
760,0.012039999999999999
761,0.03515
762,0.040530000000000004
763,0.01462
764,0.01617
765,0.01563
766,0.0119
767,0.007240000000000001
768,0.00787
769,0.008960000000000001
770,0.00915
771,0.01041
772,0.01173
773,0.013000000000000001
774,0.02027
775,0.05782
776,0.059840000000000004
777,0.058100000000000006
778,0.056740000000000006
779,0.04293
780,0.024530000000000003
781,0.02332
782,0.0229
783,0.02299
784,0.02103
785,0.02075
786,0.01877
787,0.014539999999999999
788,0.01108
789,0.00743
790,0.0008
791,-0.00001
792,-0.001
793,-0.00149
794,-0.0018000000000000002
795,-0.0020499999999999997
796,-0.0020299999999999997
797,-0.00183
798,-0.00041
799,-0.00006
800,0.00001
801,0.00211
802,0.00215
803,0.00003
804,0.0
805,-0.00001
806,-0.00001
807,0.00049
808,0.0034100000000000003
809,0.0103
810,0.01039
811,0.0035
812,0.00008
813,0.0014399999999999999
814,0.00001
815,-0.00001
816,-0.0001
817,-0.00005
818,-0.00006
819,-0.00004
820,-0.00001
821,-0.0001
822,0.0
823,0.0010500000000000002
824,0.00887
825,0.00983
826,0.01087
827,0.01281
828,0.01382
829,0.00962
830,0.01299
831,0.01572
832,0.0221
833,0.035250000000000004
834,0.03688
835,0.0353
836,0.029050000000000003
837,0.02452
838,0.024440000000000003
839,0.02124
840,0.011779999999999999
841,0.01065
842,0.00967
843,0.0049900000000000005
844,0.00701
845,0.01503
846,0.0342
847,0.055439999999999996
848,0.06082
849,0.05686
850,0.05293
851,0.04379
852,0.04802000000000001
853,0.04854
854,0.05398
855,0.05579
856,0.06072
857,0.06847
858,0.06878000000000001
859,0.061840000000000006
860,0.06048
861,0.05965
862,0.056299999999999996
863,0.05229
864,0.0538
865,0.05317
866,0.053200000000000004
867,0.05321
868,0.054560000000000004
869,0.05722
870,0.06114
871,0.06906999999999999
872,0.07440000000000001
873,0.06829
874,0.0639
875,0.062200000000000005
876,0.0616
877,0.06135
878,0.06182
879,0.06185
880,0.06263
881,0.06484999999999999
882,0.06381
883,0.06216
884,0.06042
885,0.05885
886,0.05804
887,0.055060000000000005
888,0.05323
889,0.05237
890,0.05065
891,0.05065
892,0.05603
893,0.06012
894,0.07435
895,0.08667
896,0.08700000000000001
897,0.08553000000000001
898,0.08117
899,0.07801000000000001
900,0.07582
901,0.07829000000000001
902,0.07732
903,0.08674
904,0.0973
905,0.12005
906,0.13622
907,0.1097
908,0.09991
909,0.08765
910,0.08363
911,0.07920999999999999
912,0.0737
913,0.0732
914,0.07215
915,0.07118000000000001
916,0.07095
917,0.07598
918,0.08708
919,0.11
920,0.13315000000000002
921,0.11355
922,0.09779
923,0.09187000000000001
924,0.08938
925,0.09098
926,0.09490000000000001
927,0.09437999999999999
928,0.09301000000000001
929,0.10553
930,0.097
931,0.08606
932,0.08320000000000001
933,0.08061
934,0.0756
935,0.06598000000000001
936,0.06727
937,0.06565000000000001
938,0.06467
939,0.06357
940,0.06297
941,0.06613
942,0.06742000000000001
943,0.0696
944,0.07548
945,0.07368000000000001
946,0.07146
947,0.07075000000000001
948,0.06952
949,0.0696
950,0.07009
951,0.07012
952,0.0708
953,0.07644
954,0.07594
955,0.07094
956,0.06725
957,0.06615
958,0.06495999999999999
959,0.06328
960,0.06114
961,0.06203
962,0.062340000000000007
963,0.062329999999999997
964,0.06235
965,0.06335
966,0.06264
967,0.06326
968,0.06473999999999999
969,0.06572
970,0.06747
971,0.06727
972,0.06618
973,0.06512000000000001
974,0.06691
975,0.06801
976,0.06892000000000001
977,0.0862
978,0.08491
979,0.06906000000000001
980,0.06528
981,0.06418000000000001
982,0.06338
983,0.06193
984,0.055479999999999995
985,0.05367
986,0.0526
987,0.04683
988,0.04364
989,0.04625
990,0.04919
991,0.05316
992,0.055060000000000005
993,0.05797
994,0.06116
995,0.06397
996,0.06305
997,0.06173
998,0.06333
999,0.06470999999999999
1000,0.06804
1001,0.07607
1002,0.07823999999999999
1003,0.07098
1004,0.06329
1005,0.06037
1006,0.05651
1007,0.05738
1008,0.06235
1009,0.05994
1010,0.05879
1011,0.05777
1012,0.05921
1013,0.06004
1014,0.06689
1015,0.08293
1016,0.10098
1017,0.09418000000000001
1018,0.08342000000000001
1019,0.07724
1020,0.06576000000000001
1021,0.06375
1022,0.06338
1023,0.0664
1024,0.07842
1025,0.09328
1026,0.096
1027,0.08908
1028,0.07915000000000001
1029,0.07154
1030,0.06429000000000001
1031,0.05994
1032,0.06631000000000001
1033,0.0638
1034,0.0611
1035,0.058960000000000005
1036,0.05862
1037,0.04907
1038,0.06615
1039,0.07568000000000001
1040,0.08875
1041,0.07496
1042,0.06921
1043,0.06387
1044,0.06053
1045,0.06026
1046,0.0631
1047,0.069
1048,0.07647
1049,0.09493000000000001
1050,0.09952
1051,0.08881
1052,0.0761
1053,0.07014000000000001
1054,0.06675
1055,0.06318
1056,0.05917
1057,0.057920000000000006
1058,0.05442
1059,0.05348
1060,0.05374
1061,0.057030000000000004
1062,0.06323
1063,0.07274
1064,0.07973000000000001
1065,0.06965
1066,0.06386
1067,0.06329
1068,0.06263
1069,0.0629
1070,0.06834
1071,0.07223
1072,0.07854000000000001
1073,0.08297
1074,0.08758
1075,0.08447
1076,0.07648
1077,0.06968
1078,0.06820000000000001
1079,0.062270000000000006
1080,0.06023
1081,0.05966
1082,0.05885
1083,0.058320000000000004
1084,0.060450000000000004
1085,0.06448000000000001
1086,0.07221
1087,0.08156999999999999
1088,0.08267000000000001
1089,0.07876000000000001
1090,0.07418000000000001
1091,0.06996
1092,0.06663
1093,0.06619
1094,0.06991
1095,0.07505
1096,0.07905
1097,0.08700000000000001
1098,0.08691
1099,0.07561
1100,0.06956
1101,0.06146
1102,0.06158
1103,0.0575
1104,0.05052
1105,0.03456
1106,0.0325
1107,0.03016
1108,0.02989
1109,0.03284
1110,0.03581
1111,0.06139
1112,0.06313
1113,0.05769
1114,0.05307
1115,0.03521
1116,0.03614
1117,0.032990000000000005
1118,0.032350000000000004
1119,0.03129
1120,0.03395
1121,0.03792
1122,0.03614
1123,0.02999
1124,0.02636
1125,0.02551
1126,0.02443
1127,0.019559999999999998
1128,0.01932
1129,0.01888
1130,0.01843
1131,0.01322
1132,0.01116
1133,0.00999
1134,0.01111
1135,0.017230000000000002
1136,0.019780000000000002
1137,0.02143
1138,0.02078
1139,0.01691
1140,0.0132
1141,0.012220000000000002
1142,0.013000000000000001
1143,0.06706999999999999
1144,0.07322000000000001
1145,0.08582
1146,0.10698
1147,0.08811000000000001
1148,0.07898999999999999
1149,0.07278
1150,0.0707
1151,0.06562000000000001
1152,0.060880000000000004
1153,0.05349
1154,0.0502
1155,0.04911
1156,0.048990000000000006
1157,0.047310000000000005
1158,0.04492
1159,0.047799999999999995
1160,0.04615
1161,0.04303
1162,0.04045000000000001
1163,0.041
1164,0.040100000000000004
1165,0.039880000000000006
1166,0.04287
1167,0.04666
1168,0.04612
1169,0.046770000000000006
1170,0.04797
1171,0.043140000000000005
1172,0.04036
1173,0.043140000000000005
1174,0.04473
1175,0.04369
1176,0.04294
1177,0.042460000000000005
1178,0.04421
1179,0.04391
1180,0.04492
1181,0.051570000000000005
1182,0.06695999999999999
1183,0.07909000000000001
1184,0.08384000000000001
1185,0.07503
1186,0.07083
1187,0.06913
1188,0.06247
1189,0.06001
1190,0.06437999999999999
1191,0.06762
1192,0.06979
1193,0.07625
1194,0.0953
1195,0.07998000000000001
1196,0.06892000000000001
1197,0.05615
1198,0.05347
1199,0.053770000000000005
1200,0.056670000000000005
1201,0.05301
1202,0.05267
1203,0.05219
1204,0.05172
1205,0.05235
1206,0.06659000000000001
1207,0.08622
1208,0.08871
1209,0.07778
1210,0.06925
1211,0.05942
1212,0.053520000000000005
1213,0.05142
1214,0.05179
1215,0.054810000000000005
1216,0.057600000000000005
1217,0.06877
1218,0.06749
1219,0.05565
1220,0.05257
1221,0.043680000000000004
1222,0.039009999999999996
1223,0.03601
1224,0.03737
1225,0.03679
1226,0.03682
1227,0.03682
1228,0.037950000000000005
1229,0.039020000000000006
1230,0.04274
1231,0.05339
1232,0.055299999999999995
1233,0.05618
1234,0.055560000000000005
1235,0.05535
1236,0.05174
1237,0.04999
1238,0.05162
1239,0.050640000000000004
1240,0.05999
1241,0.06795999999999999
1242,0.06693
1243,0.05992
1244,0.05086
1245,0.04488
1246,0.04071
1247,0.03438
1248,0.03098
1249,0.027420000000000003
1250,0.02707
1251,0.02795
1252,0.03093
1253,0.02933
1254,0.059930000000000004
1255,0.0747
1256,0.07994
1257,0.06498999999999999
1258,0.05997
1259,0.06498999999999999
1260,0.059570000000000005
1261,0.05747
1262,0.0564
1263,0.0632
1264,0.06173
1265,0.060270000000000004
1266,0.05847
1267,0.05116
1268,0.04143
1269,0.024440000000000003
1270,0.012060000000000001
1271,0.00195
1272,0.0016
1273,0.0010400000000000001
1274,0.00035
1275,0.0
1276,0.0
1277,0.0
1278,0.00261
1279,0.01436
1280,0.01468
1281,0.01244
1282,0.005
1283,0.00492
1284,0.00664
1285,0.00348
1286,0.00019
1287,0.00001
1288,0.0024
1289,0.006
1290,0.005370000000000001
1291,0.00198
1292,0.0
1293,-0.00008999999999999999
1294,-0.00015
1295,-0.00098
1296,0.0
1297,0.0
1298,0.00001
1299,0.00342
1300,0.00645
1301,0.01418
1302,0.01532
1303,0.02137
1304,0.03597
1305,0.04547
1306,0.047979999999999995
1307,0.04291
1308,0.030090000000000002
1309,0.03045
1310,0.031039999999999998
1311,0.0339
1312,0.0517
1313,0.05658
1314,0.07283
1315,0.04955
1316,0.0386
1317,0.04187
1318,0.04054
1319,0.03658
1320,0.033350000000000005
1321,0.03351
1322,0.03174
1323,0.03127
1324,0.03088
1325,0.030510000000000002
1326,0.03072
1327,0.03087
1328,0.03376
1329,0.03508
1330,0.0352
1331,0.03417
1332,0.03041
1333,0.03011
1334,0.03002
1335,0.030670000000000003
1336,0.046509999999999996
1337,0.08020999999999999
1338,0.09145
1339,0.07728
1340,0.06365
1341,0.04362
1342,0.03917
1343,0.030010000000000002
1344,0.05645000000000001
1345,0.055450000000000006
1346,0.05436
1347,0.05056
1348,0.052020000000000004
1349,0.056530000000000004
1350,0.06968
1351,0.07961
1352,0.08159999999999999
1353,0.07383
1354,0.06665
1355,0.06503
1356,0.05842
1357,0.05819
1358,0.06129
1359,0.06495000000000001
1360,0.06996
1361,0.077
1362,0.08532
1363,0.08101000000000001
1364,0.07221
1365,0.06569
1366,0.06520999999999999
1367,0.0593
1368,0.056240000000000005
1369,0.056170000000000005
1370,0.05597
1371,0.05551
1372,0.05597
1373,0.06158
1374,0.07431
1375,0.09562999999999999
1376,0.09578
1377,0.08081
1378,0.06871
1379,0.06483
1380,0.05917
1381,0.05916
1382,0.06448999999999999
1383,0.07134
1384,0.07981999999999999
1385,0.09802
1386,0.1118
1387,0.10517
1388,0.08436
1389,0.07237
1390,0.06858
1391,0.06341
1392,0.05891
1393,0.05797
1394,0.05987
1395,0.06194
1396,0.06221
1397,0.06581999999999999
1398,0.0743
1399,0.09797
1400,0.10449
1401,0.08546
1402,0.07399
1403,0.06755
1404,0.06239
1405,0.05926
1406,0.06003
1407,0.06874
1408,0.07316
1409,0.09304000000000001
1410,0.091
1411,0.07640999999999999
1412,0.06387
1413,0.026760000000000003
1414,0.0188
1415,0.01657
1416,0.020649999999999998
1417,0.019530000000000002
1418,0.01811
1419,0.01729
1420,0.0172
1421,0.01827
1422,0.01889
1423,0.0206
1424,0.02068
1425,0.02004
1426,0.01884
1427,0.01684
1428,0.01507
1429,0.01332
1430,0.01125
1431,0.00923
1432,0.01116
1433,0.01235
1434,0.00974
1435,0.006500000000000001
1436,0.00286
1437,0.00032
1438,0.0
1439,-0.00002
1440,0.006200000000000001
1441,0.00864
1442,0.011
1443,0.013000000000000001
1444,0.01433
1445,0.020460000000000002
1446,0.023
1447,0.02597
1448,0.03639
1449,0.03725
1450,0.0582
1451,0.05461
1452,0.034710000000000005
1453,0.03097
1454,0.02995
1455,0.04001
1456,0.07705
1457,0.08726
1458,0.09149
1459,0.0851
1460,0.03004
1461,0.02639
1462,0.02678
1463,0.02595
1464,0.031170000000000003
1465,0.033100000000000004
1466,0.03468
1467,0.03543
1468,0.03694
1469,0.037950000000000005
1470,0.03645
1471,0.03789
1472,0.03993
1473,0.04209
1474,0.04143
1475,0.0431
1476,0.04372
1477,0.04793
1478,0.049350000000000005
1479,0.050640000000000004
1480,0.05919
1481,0.06307
1482,0.06393
1483,0.06042
1484,0.0511
1485,0.04807
1486,0.05734
1487,0.04485
1488,0.051570000000000005
1489,0.05197
1490,0.05251
1491,0.05349
1492,0.05371
1493,0.05421
1494,0.05466
1495,0.05551
1496,0.054770000000000006
1497,0.05399
1498,0.05201
1499,0.049460000000000004
1500,0.04751
1501,0.04251
1502,0.04684000000000001
1503,0.054130000000000005
1504,0.058350000000000006
1505,0.0629
1506,0.06336
1507,0.06114
1508,0.05979
1509,0.05886
1510,0.058320000000000004
1511,0.05793
1512,0.05849
1513,0.05881
1514,0.0587
1515,0.0588
1516,0.05899
1517,0.05988
1518,0.06092
1519,0.09358
1520,0.09978000000000001
1521,0.08220000000000001
1522,0.06372
1523,0.05852
1524,0.059250000000000004
1525,0.05921
1526,0.0596
1527,0.05987
1528,0.06042
1529,0.07233
1530,0.07233
1531,0.06278
1532,0.06089
1533,0.05924
1534,0.05824
1535,0.05787
1536,0.05621
1537,0.056479999999999995
1538,0.05646
1539,0.05636
1540,0.05647
1541,0.057390000000000004
1542,0.05838
1543,0.0603
1544,0.06124
1545,0.05964
1546,0.05918
1547,0.05922
1548,0.05861
1549,0.05859
1550,0.05906
1551,0.05965
1552,0.06069
1553,0.07386
1554,0.09572
1555,0.07876999999999999
1556,0.06787
1557,0.06373
1558,0.06198
1559,0.060790000000000004
1560,0.06402
1561,0.06277
1562,0.06217
1563,0.06274
1564,0.06492
1565,0.06858
1566,0.08097
1567,0.10408
1568,0.10609
1569,0.08468
1570,0.07339
1571,0.06967000000000001
1572,0.06731999999999999
1573,0.06763
1574,0.06895
1575,0.07052
1576,0.07912000000000001
1577,0.1
1578,0.11925000000000001
1579,0.11903
1580,0.09116
1581,0.07823000000000001
1582,0.07611
1583,0.07255
1584,0.07157
1585,0.07058
1586,0.06865
1587,0.06706000000000001
1588,0.06822
1589,0.07137
1590,0.08427
1591,0.1032
1592,0.09670000000000001
1593,0.07909000000000001
1594,0.07131
1595,0.06456999999999999
1596,0.06098
1597,0.06026
1598,0.061810000000000004
1599,0.06445999999999999
1600,0.06825
1601,0.0892
1602,0.10571
1603,0.0903
1604,0.08249
1605,0.07335
1606,0.07332
1607,0.06609999999999999
1608,0.06681000000000001
1609,0.06534999999999999
1610,0.06540000000000001
1611,0.06441
1612,0.06470999999999999
1613,0.06711
1614,0.08291
1615,0.09506
1616,0.08889
1617,0.07257
1618,0.05937
1619,0.05578
1620,0.05417
1621,0.0528
1622,0.05198
1623,0.05272
1624,0.05811
1625,0.06961
1626,0.08376
1627,0.07806
1628,0.06974
1629,0.06334000000000001
1630,0.06302
1631,0.05989
1632,0.05795
1633,0.05491
1634,0.05396
1635,0.05342
1636,0.04979
1637,0.04897
1638,0.05163
1639,0.05306
1640,0.05306
1641,0.048119999999999996
1642,0.04931000000000001
1643,0.047979999999999995
1644,0.049280000000000004
1645,0.046990000000000004
1646,0.04544
1647,0.04549
1648,0.05393
1649,0.05985
1650,0.062060000000000004
1651,0.06016
1652,0.05684
1653,0.054020000000000006
1654,0.05298
1655,0.050320000000000004
1656,0.04865
1657,0.046060000000000004
1658,0.040979999999999996
1659,0.03555
1660,0.03239
1661,0.03228
1662,0.033909999999999996
1663,0.039490000000000004
1664,0.034820000000000004
1665,0.02943
1666,0.00463
